label,text
Legitimate Mail,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
Legitimate Mail,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
Legitimate Mail,and  picking them up from various points
Phishing Mail,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
Legitimate Mail,Wow v v impressed. Have funs shopping!
Legitimate Mail,I am on the way to ur home
Phishing Mail,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
Legitimate Mail,No problem. Talk to you later
Legitimate Mail,Then ur sis how?
Legitimate Mail,Still in customer place
Phishing Mail,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
Legitimate Mail,"Dude u knw also telugu..thts gud..k, gud nyt.."
Legitimate Mail,We confirm eating at esplanade?
Legitimate Mail,Send me your id and password
Legitimate Mail,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
Phishing Mail,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
Legitimate Mail,Well I might not come then...
Legitimate Mail,Long after I quit. I get on only like 5 minutes a day as it is.
Legitimate Mail,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
Legitimate Mail,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
Legitimate Mail,"Just arrived, see you in a couple days &lt;3"
Legitimate Mail,"K, wat s tht incident?"
Legitimate Mail,Yeah get the unlimited
Legitimate Mail,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
Legitimate Mail,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
Legitimate Mail,Ü got wat to buy tell us then ü no need to come in again.
Legitimate Mail,When you are big..| God will bring success.
Phishing Mail,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
Legitimate Mail,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
Legitimate Mail,Well there's still a bit left if you guys want to tonight
Legitimate Mail,Not from this campus. Are you in the library?
Legitimate Mail,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
Legitimate Mail,How will I creep on you now? ;_;
Legitimate Mail,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
Legitimate Mail,If I get there before you after your ten billion calls and texts so help me god
Legitimate Mail,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
Legitimate Mail,I've told him that i've returned it. That should i re order it.
Legitimate Mail,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
Legitimate Mail,Depends on where u going lor.
Legitimate Mail,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
Phishing Mail,FreeMsg>FAV XMAS TONES!Reply REAL
Legitimate Mail,Lil fever:) now fine:)
Legitimate Mail,I think it's all still in my car
Legitimate Mail,Can a not?
Phishing Mail,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
Legitimate Mail,Yes princess! I want to catch you with my big strong hands...
Legitimate Mail,Oh yeah I forgot. U can only take 2 out shopping at once.
Legitimate Mail,Mm so you asked me not to call radio
Legitimate Mail,Thinkin about someone is all good. No drugs for that
Legitimate Mail,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
Legitimate Mail,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
Legitimate Mail,"Alright if you're sure, let me know when you're leaving"
Legitimate Mail,Some are lasting as much as 2 hours. You might get lucky.
Legitimate Mail,Genius what's up. How your brother. Pls send his number to my skype.
Phishing Mail,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
Legitimate Mail,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
Legitimate Mail,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
Phishing Mail,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
Legitimate Mail,Oh god..taken the teeth?is it paining
Phishing Mail,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
Legitimate Mail,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
Legitimate Mail,No need to buy lunch for me.. I eat maggi mee..
Phishing Mail,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
Legitimate Mail,Ok lor...
Legitimate Mail,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
Legitimate Mail,Wife.how she knew the time of murder exactly
Phishing Mail,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
Legitimate Mail,Howz that persons story
Legitimate Mail,Thanx 4 sending me home...
Legitimate Mail,Its normally hot mail. Com you see!
Phishing Mail,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
Legitimate Mail,U sick still can go shopping?
Legitimate Mail,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
Legitimate Mail,Nice.nice.how is it working?
Legitimate Mail,1's reach home call me.
Legitimate Mail,Were trying to find a Chinese food place around here
Legitimate Mail,"Easy mate, * guess the quick drink was bit ambitious."
Legitimate Mail,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
Legitimate Mail,Ok thanx...
Legitimate Mail,aathi..where are you dear..
Legitimate Mail,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
Legitimate Mail,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
Legitimate Mail,Will be out of class in a few hours. Sorry
Legitimate Mail,Wat time u finish ur lect today?
Phishing Mail,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
Legitimate Mail,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
Phishing Mail,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
Legitimate Mail,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
Legitimate Mail,Are you going to wipro interview today?
Legitimate Mail,how tall are you princess?
Legitimate Mail,I doubt you could handle 5 times per night in any case...
Legitimate Mail,Haha... Hope ü can hear the receipt sound... Gd luck!
Legitimate Mail,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
Legitimate Mail,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
Legitimate Mail,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
Legitimate Mail,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
Legitimate Mail,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
Legitimate Mail,I want to be there so i can kiss you and feel you next to me
Legitimate Mail,I am not at all happy with what you saying or doing
Phishing Mail,Adult 18 Content Your video will be with you shortly
Legitimate Mail,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
Legitimate Mail,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
Legitimate Mail,He says hi and to get your ass back to south tampa (preferably at a kegger)
Legitimate Mail,Smith waste da.i wanna gayle.
Legitimate Mail,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
Legitimate Mail,"Aight, tomorrow around  &lt;#&gt;  it is"
Legitimate Mail,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
Phishing Mail,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
Legitimate Mail,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
Legitimate Mail,See you there!
Legitimate Mail,I dont understand your message.
Legitimate Mail,Crucify is c not s. You should have told me earlier.
Legitimate Mail,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
Legitimate Mail,Fuck cedar key and fuck her (come over anyway tho)
Legitimate Mail,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
Phishing Mail,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
Legitimate Mail,U still painting ur wall?
Phishing Mail,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
Legitimate Mail,Printer is cool. I mean groovy. Wine is groovying
Legitimate Mail,Hi Harish's rent has been transfred to ur Acnt.
Legitimate Mail,Anything lor is she coming?
Legitimate Mail,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
